0,N
total surface area(mm^2)	26654.9,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	24.6338,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3088.63,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	7.07333,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1421.91,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	11.6214,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.298398,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1666.73,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	13.0124,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.319155,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.27304,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.489486,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.774943,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.24129,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.541768,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.575071,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.398329,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.509986,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.199883,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0304759,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-50006_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	5484,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	92.4911,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	40.7778,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.26817,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.92768,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	11.6669,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	9887.74,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	5570.12,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	4317.62,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	23419.4,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	23.6638,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	2635.23,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.90831,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1621.68,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	11.5531,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.25857,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1013.55,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	12.1107,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.454616,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.0988454,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.536865,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.732535,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.21,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.493803,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.196782,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.13876,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.177567,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.0695527,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0105687,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-50007_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	7412,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	86.3493,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	35.0962,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.46036,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	6.97956,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	12.3717,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	10380.3,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	6434.82,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	3945.5,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	20685.2,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	20.5976,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3280.57,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.1634,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1368.05,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	10.2421,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.240895,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1912.52,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	10.3555,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.176151,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.140744,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.462309,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.780146,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.20582,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.567312,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.318126,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.219291,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.280876,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.110141,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0168394,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-50008_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	8645,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	114.834,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	51.1638,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.24444,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	8.69532,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	13.2064,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	15730.1,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	12555.3,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	3174.81,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	32659.8,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	25.1062,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	4381.28,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.855,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	2071.17,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	12.5645,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.239455,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	2310.11,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	12.5417,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.213909,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.13176,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.554308,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.757649,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.27338,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.499783,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.236714,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.169339,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.216772,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.0849446,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0129374,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-50010_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	7099,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	91.8685,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	40.3197,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.2785,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.18938,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	12.7784,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	11781.7,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	7785.24,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	3996.42,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	24356.5,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	22.0852,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3314.85,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.60426,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1646.16,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	11.916,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.270983,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1668.68,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	10.1692,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.194691,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.205494,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.558121,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.763929,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.31341,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.489188,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.373095,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.264705,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.338725,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.132673,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0201561,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-50013_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	7831,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	80.8626,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	36.8055,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.19703,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	5.794,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	13.9563,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	12370.2,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	10922.8,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	1447.37,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	22737.8,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	20.8648,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3830.92,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.41329,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1791.09,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	10.643,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.198681,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	2039.83,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	10.2218,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.160921,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.203434,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.524005,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.748439,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.24058,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.502367,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.43178,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.298772,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.382316,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.149745,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0227484,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-50014_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	9545,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	102.591,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	44.9215,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.28379,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.65145,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	13.4081,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	14485.4,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	10136.5,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	4348.96,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	27988.7,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	24.1325,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	4040.49,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.47674,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1853.77,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	13.6134,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.31407,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	2186.72,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	10.5191,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.158969,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.200337,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.501271,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.79066,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.26455,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.553717,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.407763,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.285589,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.365876,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.143512,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0219748,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-50015_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	6782,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	95.3221,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	39.7155,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.40012,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.63868,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	12.4789,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	11658.3,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	6832.4,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	4825.87,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	24471.1,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	25.1115,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3124.87,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.54839,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1407.22,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	12.5519,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.351731,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1717.65,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	12.5596,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.288513,sub-50020_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
