0,N
trunk volume(mm^3)	2806.6,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	4252.01,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	16580.1,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	18.5795,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1264.24,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	6.13574,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	830.425,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.83235,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.365733,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	433.819,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.74719,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.554087,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.206197,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.396716,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.819237,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.17937,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.639171,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.630552,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.365518,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.468498,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.183873,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.028248,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50006_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	5113,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	78.8912,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	8.5943,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	9.17949,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	5.20814,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.1477,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	14217.1,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	12331,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1886.08,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	21804.5,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	17.2848,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2627.4,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	5.80794,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1470.87,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	8.39728,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.15061,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1156.52,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.88751,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.214563,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.0837505,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.416941,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.842276,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.2096,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.658612,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.26925,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.15522,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.199166,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.0782702,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0121111,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50007_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3758,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	66.0181,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	9.84793,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	6.70375,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	4.22136,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.6391,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	12681.6,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	10744.6,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1937.01,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	22099.3,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	20.3726,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2626.42,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	6.81326,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1020.4,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	10.3855,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.33207,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1606.01,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	9.98717,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.195113,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.11378,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.367492,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.911493,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.24587,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.744307,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.384045,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.219606,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.282191,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.111095,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0173611,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50008_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3399,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	52.7969,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	14.6488,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	3.60419,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.25802,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	16.2052,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	10889.5,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	6923.48,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	3966.06,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	19047.9,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	17.8876,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1735.28,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.08651,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	890.161,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	7.58123,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.202843,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	845.114,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	10.3063,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.394859,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.0834543,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.343972,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.89946,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.21098,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.7437,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.310603,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.175788,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.225837,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.0888881,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0138756,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50010_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	4639,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	70.1441,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	11.5076,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	6.09545,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	4.46452,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.7114,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	13599.2,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	5625.94,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	7973.26,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	22906.2,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	20.5502,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2586.27,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	6.61602,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1502.21,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.07616,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.172276,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1084.06,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	11.4741,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.381533,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.15556,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.377368,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.91139,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.26153,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.736322,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.521161,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.2986,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.383562,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.150939,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0235308,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50013_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3594,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	56.977,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	16.6906,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	3.41371,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.32146,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	17.1542,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	13168.3,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	10479.2,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	2689.09,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	22365.7,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.2903,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1868.46,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.28387,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	853.928,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.18156,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.310143,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1014.53,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	10.1088,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.316434,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.162329,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.308449,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.897634,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.1745,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.759202,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.757486,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.420567,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.539806,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.21222,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0329155,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50014_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	4091,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	56.1345,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	11.4297,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	4.91129,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.32059,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	16.905,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	12599.4,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	5919.72,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	6679.63,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	21116.1,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	20.6167,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2304.23,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.08305,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	892.12,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	10.4178,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.382187,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1412.11,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	10.199,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.231415,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.140035,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.33198,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.921686,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.22976,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.767651,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.535993,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.302361,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.388632,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.153052,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0239695,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50015_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	4326,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	62.8077,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	14.2368,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	4.41163,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.70538,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	16.9504,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	14173,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	8709.67,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	5463.38,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	21895.6,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	18.9614,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2148.53,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	6.54657,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1181.98,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.68146,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.249126,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	966.545,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	9.27994,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.27991,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.151349,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.32937,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.971359,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.28823,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.812924,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.578934,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.326092,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.419437,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.165326,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0260075,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-50020_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3271,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	54.9875,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	10.8752,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	5.05622,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.57575,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.3779,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	10212.9,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	5623.98,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	4588.88,sub-50021_dwi.Uncinate_Fasciculus_L.stat.txt	8
