0,N
trunk volume(mm^3)	4795.51,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	7843.01,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	20355.2,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.5282,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1962.47,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.21521,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1115.39,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	10.033,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.283517,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	847.073,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	10.4953,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.408522,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.207924,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.402499,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.883446,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.27054,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.689901,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.65895,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.378032,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.485382,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.190906,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0296776,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50006_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	3749,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	70.7819,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	10.1511,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	6.97284,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.77404,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	14.8264,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	12220.4,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	8697.92,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3522.45,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	19828.4,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.1201,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2151.47,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.01421,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	902.892,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.01295,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.282649,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1248.58,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.10719,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.165377,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.0828159,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.403098,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.842731,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.20575,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.66122,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.276029,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.157765,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.202442,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.0795621,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0123147,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50007_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4589,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	60.2243,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	9.69547,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	6.21159,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	3.50085,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	17.2028,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	13997.8,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	11105,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2892.78,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	22068,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.6252,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3010.29,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.7802,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1219.2,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.76053,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.245484,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1791.09,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.86472,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.137835,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.103689,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.323958,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.964869,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.2655,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.814552,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.408488,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.228966,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.294658,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.116212,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0183323,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50008_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	3744,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	61.3801,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	10.5078,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	5.84138,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.14268,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	14.8165,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	10583,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7315.19,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3267.84,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	17983.4,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.9805,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2106.42,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.29431,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1302.44,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.83608,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.188327,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	803.985,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.14444,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.326751,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.0931823,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.386262,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.948373,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.32124,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.761941,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.307004,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.175682,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.225909,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.089018,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0139877,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50010_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4970,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	62.8133,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	11.0088,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	5.70575,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	3.66917,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	17.1192,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	14458,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	11686.7,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2771.35,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	21259.1,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.9636,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2567.66,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.29303,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	874.493,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.92575,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.286209,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1693.17,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	10.0379,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.186953,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.150702,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.349536,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.914887,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.24952,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.747572,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.56865,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.321206,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.412528,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.162302,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0252703,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50013_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	3185,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	59.5233,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	13.5294,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	4.39955,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.12984,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	14.413,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	9711.47,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7623.66,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2087.81,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	16082.6,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	14.9463,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1658.89,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	5.96714,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	657.094,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	7.41367,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.262778,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1001.8,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.53259,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.177934,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.168911,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.365253,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.84607,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.17634,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.680936,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.653105,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.368538,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.472526,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.185528,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0285649,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50014_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4933,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	72.6412,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	11.6377,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	6.24188,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.26404,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	17.0358,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	16557.6,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	5913.84,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	10643.7,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	28102.3,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	21.0783,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2899.63,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	7.22847,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1561.94,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	10.4775,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.220801,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1337.69,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	10.6008,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.263921,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.158408,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.376298,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.875033,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.22708,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.699008,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.534563,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.306022,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.392826,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.154455,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0239696,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50015_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4421,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	66.5731,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	13.5226,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	4.9231,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.01411,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	16.5848,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	14381.6,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	8760.59,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	5621.04,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	23592.7,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	22.215,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2410,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.80172,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1258.37,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.65378,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.232668,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1151.63,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	12.5612,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.43043,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.162884,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.373677,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.933715,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.29239,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.754376,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.547239,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.31268,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.40189,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.158271,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0247848,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-50020_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4097,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	64.8406,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	9.42972,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	6.87619,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.22056,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	15.363,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	12019.6,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	9727.14,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2292.48,sub-50021_dwi.Uncinate_Fasciculus_R.stat.txt	8
